station_name;station_no;ts_id;ts_name;parametertype_name;stationparameter_name;from;to
Gauge - Carp River at Richardson;MVCA11;82531042;202.DailyMean;Temperature, Water;TW;2017-03-02 00:00:00;2024-01-12 00:00:00
WQM - Buckshot Creek;18343000102;48428042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;2007-05-01 12:50:00;2020-11-24 12:22:00
WQM - Buckshot Creek;18343000102;48433042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;2007-05-01 00:00:00;2020-11-25 00:00:00
WQM - Bonnechere River;18369001002;48445042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;1966-10-25 20:00:00;2020-11-23 12:36:00
WQM - Bonnechere River;18369001002;48446042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;1966-10-25 00:00:00;2020-11-24 00:00:00
WQM - Carp River;18337012102;48502042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;1983-03-16 10:05:00;2020-11-23 14:40:00
WQM - Carp River;18337012102;48503042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;1983-03-16 00:00:00;2020-11-24 00:00:00
WQM - Carp River;18337010002;48504042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;1970-10-20 18:15:00;1972-07-04 18:20:00
WQM - Carp River;18337010002;48505042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;1970-10-20 00:00:00;1972-07-05 00:00:00
WQM - Clyde River;18343052002;48507042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;2000-04-19 11:30:00;2020-11-24 09:05:00
WQM - Clyde River;18343052002;48508042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;2000-04-19 00:00:00;2020-11-25 00:00:00
WQM - Poole Creek;MVC-001;48509042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;;
WQM - Poole Creek;MVC-001;48510042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;;
WQM - Canonto;18343057202;48511042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;;
WQM - Canonto;18343057202;48512042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;;
WQM - Carp River;18337010102;48513042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;2000-04-18 10:00:00;2006-10-30 13:42:00
WQM - Carp River;18337010102;48514042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;2000-04-18 00:00:00;2006-10-31 00:00:00
WQM - Carp River;18337002002;48515042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;1968-05-02 15:00:00;1979-12-12 09:35:00
WQM - Carp River;18337002002;48516042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;1968-05-02 00:00:00;1979-12-13 00:00:00
WQM - Carp River;13337012002;48517042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;;
WQM - Carp River;13337012002;48518042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;;
WQM - Clyde River;18343053002;48519042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;1970-10-20 21:45:00;2006-10-31 08:26:00
WQM - Clyde River;18343053002;48520042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;1970-10-20 00:00:00;2006-11-01 00:00:00
WQM - Fall River;18343061002;48521042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;2000-04-19 10:00:00;2020-11-24 09:36:00
WQM - Fall River;18343061002;48522042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;2000-04-19 00:00:00;2020-11-25 00:00:00
WQM - Fall River;18343000302;48523042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;2007-05-01 10:40:00;2020-11-24 10:26:00
WQM - Fall River;18343000302;48524042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;2007-05-01 00:00:00;2020-11-25 00:00:00
WQM - Indian Creek;18343025002;48525042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;1970-10-20 21:05:00;1972-07-04 18:50:00
WQM - Indian Creek;18343025002;48526042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;1970-10-20 00:00:00;1972-07-05 00:00:00
WQM - Indian River;18343000202;48527042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;2007-04-30 09:50:00;2020-11-23 09:20:00
WQM - Indian River;18343000202;48528042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;2007-04-30 00:00:00;2020-11-24 00:00:00
WQM - Madawaska River - Arnprior;18349002002;48529042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;1966-04-19 00:00:00;2020-11-23 11:58:00
WQM - Madawaska River - Arnprior;18349002002;48530042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;1966-04-19 00:00:00;2020-11-24 00:00:00
WQM - Mississippi River - Dalhousie;18343017502;48531042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;1970-10-20 22:30:00;2020-11-24 13:15:00
WQM - Mississippi River - Dalhousie;18343017502;48532042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;1970-10-20 00:00:00;2020-11-25 00:00:00
WQM - Mississippi River - Innisville;18343015002;48533042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;;
WQM - Mississippi River - Innisville;18343015002;48534042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;;
WQM - Mississippi River;18343010001;48535042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;1970-10-20 14:45:00;1972-07-04 13:20:00
WQM - Mississippi River;18343010001;48536042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;1970-10-20 00:00:00;1972-07-05 00:00:00
WQM - Mississippi River;18343007002;48537042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;1970-10-20 15:05:00;1972-07-04 13:40:00
WQM - Mississippi River;18343007002;48538042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;1970-10-20 00:00:00;1972-07-05 00:00:00
WQM - Mississippi River - Appleton;18343006102;48539042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;1983-02-02 09:50:00;2020-11-23 15:22:00
WQM - Mississippi River - Appleton;18343006102;48540042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;1983-02-02 00:00:00;2020-11-24 00:00:00
WQM - Mississippi River;18343006002;48541042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;1970-10-20 15:20:00;1982-09-08 10:00:00
WQM - Mississippi River;18343006002;48542042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;1970-10-20 00:00:00;1982-09-09 00:00:00
WQM - Mississippi River - Almonte Bridge St.;18343005002;48543042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;1970-10-20 15:45:00;1994-09-27 10:49:00
WQM - Mississippi River - Almonte Bridge St.;18343005002;48544042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;1970-10-20 00:00:00;1994-09-28 00:00:00
WQM - Mississippi River - Road 509;18343018502;48545042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;;
WQM - Mississippi River - Road 509;18343018502;48546042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;;
WQM - Mississippi River - Upstream Pakenham;18343003602;48547042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;1970-10-20 17:00:00;1972-07-04 15:10:00
WQM - Mississippi River - Upstream Pakenham;18343003602;48548042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;1970-10-20 00:00:00;1972-07-05 00:00:00
WQM - Mississippi River - Pakenham;18343003402;48549042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;1970-10-20 17:15:00;2020-11-23 11:25:00
WQM - Mississippi River - Pakenham;18343003402;48550042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;1970-10-20 00:00:00;2020-11-24 00:00:00
WQM - Mississippi River - Galetta;18343003002;48551042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;1966-04-19 00:00:00;2020-11-23 13:43:00
WQM - Mississippi River - Galetta;18343003002;48552042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;1966-04-19 00:00:00;2020-11-24 00:00:00
WQM - Mississippi River - Almonte Main St.;18343004002;48553042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;2000-04-18 12:45:00;2006-10-30 10:00:00
WQM - Mississippi River - Almonte Main St.;18343004002;48554042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;2000-04-18 00:00:00;2006-10-31 00:00:00
WQM - Mississippi River - Mazinaw In;18343023402;48557042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;1970-10-13 16:30:00;1972-07-10 12:45:00
WQM - Mississippi River - Mazinaw In;18343023402;48558042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;1970-10-13 00:00:00;1972-07-11 00:00:00
WQM - Mississippi River - Mazinaw Out;18343023002;48559042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;1970-10-13 16:00:00;2020-11-24 11:40:00
WQM - Mississippi River - Mazinaw Out;18343023002;48560042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;1970-10-13 00:00:00;2020-11-25 00:00:00
WQM - Mississippi River -  Kash Out;18343021002;48561042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;1970-10-13 18:10:00;1972-07-10 13:55:00
WQM - Mississippi River -  Kash Out;18343021002;48562042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;1970-10-13 00:00:00;1972-07-11 00:00:00
WQM - Mississippi River - Crotch Out;18343019502;48563042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;1970-10-13 20:00:00;1972-07-10 17:00:00
WQM - Mississippi River - Crotch Out;18343019502;48564042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;1970-10-13 00:00:00;1972-07-11 00:00:00
WQM - Ottawa River - ChatsFalls;18000017002;48565042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;1966-04-19 00:00:00;2020-11-23 14:12:00
WQM - Ottawa River - ChatsFalls;18000017002;48566042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;1966-04-19 00:00:00;2020-11-24 00:00:00
WQM - Sharbot Lake;18343063001;48569042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;1970-10-13 21:00:00;1979-12-11 08:35:00
WQM - Sharbot Lake;18343063001;48570042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;1970-10-13 00:00:00;1979-12-12 00:00:00
WQM - Sunday Creek;18343057002;48571042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;1970-10-13 19:00:00;1972-07-10 16:15:00
WQM - Sunday Creek;18343057002;48572042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;1970-10-13 00:00:00;1972-07-11 00:00:00
WW - Ardoch Lake Main Basin;ALMB;48574042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;;
WW - Ardoch Lake Main Basin;ALMB;48575042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;;
WQM - Buckshot Creek;18343000102;48577042;03.75th Percentile;"Phosphorus; total";Phosphorus, Unfiltered Total;2005-01-01 00:00:00;2025-01-01 00:00:00
WQM - Mississippi River - Appleton;18343006102;58105042;01.Original;Chloride;Chloride;1983-02-02 09:50:00;2020-11-23 15:22:00
WQM - Bonnechere River;18369001002;58111042;01.Original;Chloride;Chloride;1966-10-25 20:00:00;2020-11-23 12:36:00
WQM - Buckshot Creek;18343000102;58119042;01.Original;Chloride;Chloride;2007-05-01 12:50:00;2020-11-24 12:22:00
WQM - Carp River;R010-09;58127042;01.Original;Chloride;Chloride;;
WQM - Carp River;R010-01;58135042;01.Original;Chloride;Chloride;;
WQM - Carp River;R010-01;58143042;01.Original;"Phosphorus; total";"Phosphorus; total";;
WQM - Carp River;18337012102;58145042;01.Original;Chloride;Chloride;1986-03-04 13:40:00;2020-11-23 14:40:00
WQM - Carp River;18337012102;58152042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";1994-09-27 13:20:00;2020-11-23 14:40:00
WQM - Carp River;18337010102;58153042;01.Original;Chloride;Chloride;2000-04-18 10:00:00;2006-11-27 13:03:00
WQM - Carp River;18337010002;58161042;01.Original;Chloride;Chloride;1970-10-20 18:15:00;1972-07-04 18:20:00
WQM - Carp River;18337010002;58168042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";;
WQM - Carp River;18337002002;58170042;01.Original;Chloride;Chloride;1969-10-01 16:50:00;1979-12-12 09:35:00
WQM - Carp River;18337002002;58174042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";;
WQM - Carp River;R010-11;58185042;01.Original;Chloride;Chloride;;
WQM - Carp River;R010-11;58190042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";;
WQM - Carp River;R010-11;58192042;01.Original;"Phosphorus; total";"Phosphorus; total";;
WQM - Carp River;13337012002;58193042;01.Original;Chloride;Chloride;;
WQM - Carp Trib;R010-32;58201042;01.Original;Chloride;Chloride;;
WQM - Carp Trib;R010-32;58207042;01.Original;"Phosphorus; total";"Phosphorus; total";;
WQM - Casey Creek;CK64-10;58210042;01.Original;Chloride;Chloride;;
WQM - Casey Creek;CK64-10;58216042;01.Original;"Phosphorus; total";"Phosphorus; total";;
WQM - Casey Creek;CK64-02;58219042;01.Original;Chloride;Chloride;;
WQM - Casey Creek;CK64-02;58225042;01.Original;"Phosphorus; total";"Phosphorus; total";;
WQM - Clyde River;18343053002;58228042;01.Original;Chloride;Chloride;1970-10-20 21:45:00;2006-11-28 08:30:00
WQM - Clyde River;18343053002;58232042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";1994-09-27 16:09:00;2006-11-28 08:30:00
WQM - Clyde River;18343052002;58237042;01.Original;Chloride;Chloride;2000-04-19 11:30:00;2020-11-24 09:05:00
WQM - Clyde River;18343052002;58242042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";2000-04-19 11:30:00;2020-11-24 09:05:00
WQM - Cody Creek;CK3-04;58247042;01.Original;Chloride;Chloride;;
WQM - Cody Creek;CK3-04;58253042;01.Original;"Phosphorus; total";"Phosphorus; total";;
WQM - Cody Creek;CK3-01;58256042;01.Original;Chloride;Chloride;;
WQM - Cody Creek;CK3-01;58260042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";;
WQM - Cody Creek;CK3-01;58263042;01.Original;"Phosphorus; total";"Phosphorus; total";;
WQM - Constance Creek;CK4-02;58266042;01.Original;Chloride;Chloride;;
WQM - Constance Creek;CK4-02;58272042;01.Original;"Phosphorus; total";"Phosphorus; total";;
WQM - Corkery Creek;R010-39;58275042;01.Original;Chloride;Chloride;;
WQM - Corkery Creek;R010-39;58281042;01.Original;"Phosphorus; total";"Phosphorus; total";;
WQM - Fall River;18343061002;58286042;01.Original;Chloride;Chloride;2000-04-19 10:00:00;2020-11-24 09:36:00
WQM - Fall River;18343061002;58290042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";2000-04-19 10:00:00;2020-11-24 09:36:00
WQM - Fall River;18343000302;58296042;01.Original;Chloride;Chloride;2007-05-01 10:40:00;2020-11-24 10:26:00
WQM - Fall River;18343000302;58302042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";2007-05-01 10:40:00;2020-11-24 10:26:00
WQM - Feedmill Creek;CK72-02;58307042;01.Original;Chloride;Chloride;;
WQM - Feedmill Creek;CK72-02;58313042;01.Original;"Phosphorus; total";"Phosphorus; total";;
WQM - Harwood Creek;CK65-04;58316042;01.Original;Chloride;Chloride;;
WQM - Harwood Creek;CK65-04;58322042;01.Original;"Phosphorus; total";"Phosphorus; total";;
WQM - HuntleyCreek;HC01-003;58325042;01.Original;Chloride;Chloride;;
WQM - HuntleyCreek;HC01-003;58331042;01.Original;"Phosphorus; total";"Phosphorus; total";;
WQM - Poole Creek;CK70-02;58335042;01.Original;Chloride;Chloride;;
WQM - Poole Creek;CK70-02;58342042;01.Original;"Phosphorus; total";"Phosphorus; total";;
WQM - Poole Creek;MVC-001;58345042;01.Original;Chloride;Chloride;2005-04-25 15:25:00;2013-10-28 13:15:00
WQM - Poole Creek;MVC-001;58352042;01.Original;"Phosphorus; total";Phosphorus, Unfiltered Total;;
WQM - Mississippi River - FergusonFalls;MVC-002;58355042;01.Original;Chloride;Chloride;2005-04-26 15:25:00;2013-11-25 14:45:00
WQM - Shirley's Brook;CK5-01;58368042;01.Original;Chloride;Chloride;;
WQM - Shirley's Brook;CK5-01;58375042;01.Original;"Phosphorus; total";"Phosphorus; total";;
WQM - Shirley's Brook;CK5-07;58378042;01.Original;Chloride;Chloride;;
WQM - Shirley's Brook;CK5-07;58385042;01.Original;"Phosphorus; total";"Phosphorus; total";;
WQM - Shirley's Brook;CK5-SHR050;58388042;01.Original;Chloride;Chloride;;
WQM - Shirley's Brook;CK5-SHR050;58395042;01.Original;"Phosphorus; total";"Phosphorus; total";;
WQM - Mississippi River - Dalhousie;18343017502;58398042;01.Original;Chloride;Chloride;1970-10-20 22:30:00;2020-11-24 13:15:00
WQM - Watt's Creek;CK6-001;58401042;01.Original;Chloride;Chloride;;
WQM - Watt's Creek;CK6-001;58408042;01.Original;"Phosphorus; total";"Phosphorus; total";;
WQM - Indian River;18343000202;58411042;01.Original;Chloride;Chloride;2007-04-30 09:50:00;2020-11-23 09:20:00
WQM - Indian River;18343000202;58415042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";2007-04-30 09:50:00;2020-11-23 09:20:00
WQM - Indian Creek;18343025002;58429042;01.Original;Chloride;Chloride;1970-10-20 21:05:00;1972-07-04 18:50:00
WQM - Indian Creek;18343025002;58433042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";;
WQM - Madawaska River - Arnprior;18349002002;58440042;01.Original;Chloride;Chloride;1966-04-19 00:00:00;2020-11-23 11:58:00
WQM - Madawaska River - Arnprior;18349002002;58445042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";1994-09-27 11:45:00;2020-11-23 11:58:00
WQM - Mississippi River -  Kash Out;18343021002;58449042;01.Original;Chloride;Chloride;1970-10-13 18:10:00;1972-07-10 13:55:00
WQM - Mississippi River -  Kash Out;18343021002;58454042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";;
WQM - Mississippi River;18343006002;58459042;01.Original;Chloride;Chloride;1970-10-20 15:20:00;1982-09-08 10:00:00
WQM - Mississippi River;18343006002;58464042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";;
WQM - Mississippi River;18343007002;58469042;01.Original;Chloride;Chloride;1970-10-20 15:05:00;1972-07-04 13:40:00
WQM - Mississippi River;18343007002;58474042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";;
WQM - Mississippi River;18343010001;58479042;01.Original;Chloride;Chloride;1970-10-20 14:45:00;1972-07-04 13:20:00
WQM - Mississippi River;18343010001;58484042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";;
WQM - Mississippi River - Almonte Bridge St.;18343005002;58489042;01.Original;Chloride;Chloride;1970-10-20 15:45:00;1994-09-27 10:49:00
WQM - Mississippi River - Almonte Bridge St.;18343005002;58494042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";1994-09-27 10:49:00;1994-09-27 10:49:00
WQM - Mississippi River - Almonte Main St.;18343004002;58499042;01.Original;Chloride;Chloride;2000-04-18 12:45:00;2006-11-27 09:47:00
WQM - Mississippi River - Almonte Main St.;18343004002;58504042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";2000-04-18 12:45:00;2006-11-27 09:47:00
WQM - Mississippi River - Appleton;18343006102;58509042;01.Original;Chloride;Chloride;1983-02-02 09:50:00;2020-11-23 15:22:00
WQM - Mississippi River - Appleton;18343006102;58511042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";1994-09-27 00:00:00;2020-11-23 15:22:00
WQM - Mississippi River - Dalhousie;18343017502;58516042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";1994-09-26 11:25:00;2020-11-24 13:15:00
WQM - Mississippi River - Crotch Out;18343019502;58521042;01.Original;Chloride;Chloride;1970-10-13 20:00:00;1972-07-10 17:00:00
WQM - Mississippi River - Crotch Out;18343019502;58526042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";;
WQM - Mississippi River - FergusonFalls;MVC-002;58532042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";;
WQM - Mississippi River - FergusonFalls;MVC-002;58534042;01.Sample Results;"Phosphorus; total";Phosphorus, Unfiltered Total;;
WQM - Mississippi River - FergusonFalls;MVC-002;58535042;02.load;"Phosphorus; total";Phosphorus, Unfiltered Total;;
WQM - Mississippi River - Galetta;18343003002;58537042;01.Original;Chloride;Chloride;1966-04-19 00:00:00;2020-11-23 13:43:00
WQM - Mississippi River - Galetta;18343003002;58542042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";1994-09-27 12:30:00;2020-11-23 13:43:00
WQM - Mississippi River - Innisville;18343015002;58547042;01.Original;Chloride;Chloride;;
WQM - Mississippi River - Innisville;18343015002;58552042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";;
WQM - Mississippi River - Mazinaw In;18343023402;58557042;01.Original;Chloride;Chloride;1970-10-13 16:30:00;1972-07-10 12:45:00
WQM - Mississippi River - Mazinaw In;18343023402;58562042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";;
WQM - Mississippi River - Mazinaw Out;18343023002;58567042;01.Original;Chloride;Chloride;1970-10-13 16:00:00;2020-11-24 11:40:00
WQM - Mississippi River - Mazinaw Out;18343023002;58572042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";1994-09-26 13:40:00;2020-11-24 11:40:00
WQM - Mississippi River - Pakenham;18343003402;58577042;01.Original;Chloride;Chloride;1970-10-20 17:15:00;2020-11-23 11:25:00
WQM - Mississippi River - Pakenham;18343003402;58582042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";1994-09-27 11:11:00;2020-11-23 11:25:00
WQM - Mississippi River - Road 509;18343018502;58587042;01.Original;Chloride;Chloride;;
WQM - Mississippi River - Road 509;18343018502;58592042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";;
WQM - Mississippi River - Upstream Pakenham;18343003602;58597042;01.Original;Chloride;Chloride;1970-10-20 17:00:00;1972-07-04 15:10:00
WQM - Mississippi River - Upstream Pakenham;18343003602;58602042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";;
WQM - Ottawa River - ChatsFalls;18000017002;58607042;01.Original;Chloride;Chloride;1966-04-19 00:00:00;2020-11-23 14:12:00
WQM - Ottawa River - ChatsFalls;18000017002;58612042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";1994-09-27 12:46:00;2020-11-23 14:12:00
WQM - Poole Creek;MVC-001;58618042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";;
WQM - Sharbot Lake;18343063001;58619042;01.Original;Chloride;Chloride;1970-10-13 21:00:00;1979-12-11 08:35:00
WQM - Sharbot Lake;18343063001;58624042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";;
WQM - Sunday Creek;18343057002;58629042;01.Original;Chloride;Chloride;1970-10-13 19:00:00;1972-07-10 16:15:00
WQM - Sunday Creek;18343057002;58634042;01.Original;"Nitrogen; nitrate+nitrite";"Nitrogen; nitrate+nitrite";;
WW - Mississippi Lake Burnt Island;MLB;58842042;01.Original;Chlorophyll-A, Total;Chlorophyll-A, Total;2002-05-23 12:00:00;2020-09-18 09:00:00
WW - Mississippi Lake Pretties Island;MLP;58860042;01.Original;Chlorophyll-A, Total;Chlorophyll-A, Total;2002-05-23 12:00:00;2020-09-18 09:35:00
WW - Ardoch Lake Main Basin;ALMB;2528042;Sample results.Original;Calcium;Calcium, Unfiltered Total;1999-06-17 13:15:00;2018-08-31 11:00:00
WW - Bennett Lake North Basin;BLNB;3293042;Sample results.Original;Calcium;Calcium, Unfiltered Total;2001-05-25 12:00:00;2017-09-15 10:40:00
WQM - Mississippi River - Appleton;18343006102;58108042;01.Original;"Solids; suspended";"Solids; suspended";1993-08-09 16:10:00;2020-11-23 15:22:00
WQM - Bonnechere River;18369001002;58114042;01.Original;"Solids; suspended";"Solids; suspended";1966-10-25 20:00:00;2020-11-23 12:36:00
WQM - Buckshot Creek;18343000102;58121042;01.Original;"Solids; suspended";"Solids; suspended";2007-05-01 12:50:00;2020-11-24 12:22:00
WQM - Carp River;R010-09;58129042;01.Original;"Solids; suspended";"Solids; suspended";;
WQM - Carp River;R010-01;58137042;01.Original;"Solids; suspended";"Solids; suspended";;
WQM - Carp River;18337012102;58147042;01.Original;"Solids; suspended";"Solids; suspended";1993-08-09 11:35:00;2020-11-23 14:40:00
WQM - Carp River;18337010102;58155042;01.Original;"Solids; suspended";"Solids; suspended";2000-04-18 10:00:00;2006-11-27 13:03:00
WQM - Carp River;18337010002;58163042;01.Original;"Solids; suspended";"Solids; suspended";1970-10-20 18:15:00;1972-07-04 18:20:00
WQM - Carp River;18337002002;58176042;01.Original;"Solids; suspended";"Solids; suspended";1968-10-10 21:00:00;1979-12-12 09:35:00
WQM - Carp River;R010-11;58184042;01.Original;"Solids; suspended";"Solids; suspended";;
WQM - Carp River;13337012002;58199042;01.Original;"Solids; suspended";"Solids; suspended";;
WQM - Carp Trib;R010-32;58208042;01.Original;"Solids; suspended";"Solids; suspended";;
WQM - Casey Creek;CK64-10;58217042;01.Original;"Solids; suspended";"Solids; suspended";;
WQM - Casey Creek;CK64-02;58226042;01.Original;"Solids; suspended";"Solids; suspended";;
WQM - Clyde River;18343053002;58235042;01.Original;"Solids; suspended";"Solids; suspended";1970-10-20 21:45:00;2006-11-28 08:30:00
WQM - Clyde River;18343052002;58241042;01.Original;Lead;Lead;2000-04-19 11:30:00;2020-11-24 09:05:00
WQM - Clyde River;18343052002;58245042;01.Original;"Solids; suspended";"Solids; suspended";2000-04-19 11:30:00;2020-11-24 09:05:00
WQM - Cody Creek;CK3-04;58254042;01.Original;"Solids; suspended";"Solids; suspended";;
WQM - Cody Creek;CK3-01;58264042;01.Original;"Solids; suspended";"Solids; suspended";;
WQM - Constance Creek;CK4-02;58273042;01.Original;"Solids; suspended";"Solids; suspended";;
WQM - Corkery Creek;R010-39;58282042;01.Original;"Solids; suspended";"Solids; suspended";;
WQM - Fall River;18343061002;58293042;01.Original;"Solids; suspended";"Solids; suspended";2000-04-19 10:00:00;2020-11-24 09:36:00
WQM - Fall River;18343061002;58295042;01.Original;Lead;Lead;2000-04-19 10:00:00;2020-11-24 09:36:00
WQM - Fall River;18343000302;58301042;01.Original;Lead;Lead;2010-11-30 11:55:00;2010-11-30 11:55:00
WQM - Fall River;18343000302;58305042;01.Original;"Solids; suspended";"Solids; suspended";2007-05-01 10:40:00;2020-11-24 10:26:00
WQM - Feedmill Creek;CK72-02;58314042;01.Original;"Solids; suspended";"Solids; suspended";;
